"method","tau","n","model","beta_ci_same","infin","na","skip_beta","skip_int","nsims_beta","nsims_int","bias","bias_se","empSE","empSE_se","cov","cov_se","cov_be","cov_be_se","intwidth_empSE","intwidth_empSE_se","empSE_rel","empSE_rel_se"
"riid_nodith","0.9","n = 100",1,NA,0.04,0,0,0.04,1000,960,-0.056,0.0546429304654303,1.72796118296964,0.0386577203708288,0.911458333333333,0.0091686762909191,0.914583333333333,0.00902084736655311,2.02636558760915,0.0462693608246232,0,0
"riid_nodith","0.9","n = 100",2,NA,0.03,0,0,0.03,1000,970,0.0202242172277,0.0584507955078072,1.84837644853409,0.0413516348582883,0.911340206185567,0.00912678367118638,0.914432989690722,0.00898138378519244,2.04605386634298,0.0464772236016057,0,0
"riid_nodith","0.9","n = 100",3,NA,0.008,0,0,0.008,1000,992,0.10539686297053,0.0873111633139729,2.76102141231089,0.0617692079816011,0.92741935483871,0.00823744738524371,0.929435483870968,0.00813105637755809,3.97812405058104,0.0893565714012063,0,0
"riid_nodith","0.9","n = 100",4,0.003,0,0,0,0,1000,1000,-0.0250124236490631,0.0279698597006866,0.884484624895249,0.0197875737247384,0.887,0.0100115433375679,0.888,0.00997276290703835,1.1994233598773,0.02683334169156,0,0
"riid_nodith","0.9","n = 100",5,0.005,0,0,0,0,1000,1000,-0.0791450585163268,0.0414826548449753,1.31179672700741,0.0293473438846987,0.885,0.0100883596287999,0.89,0.00989444288477123,1.63830069879836,0.0366518478086629,0,0
"riid_nodith","0.9","n = 250",1,NA,0.012,0,0,0.012,1000,988,0.017,0.036675005876701,1.15976551770436,0.0259461216611902,0.939271255060729,0.00759826080657868,0.939271255060729,0.00759826080657868,1.66817276854367,0.0375463265735073,0,0
"riid_nodith","0.9","n = 250",2,NA,0.009,0,0,0.009,1000,991,-0.0447757827723,0.0389653987827958,1.23219410090387,0.0275664844006878,0.957618567103935,0.0063995180697823,0.958627648839556,0.00632620482814537,1.70941919057857,0.0384163394393366,0,0
"riid_nodith","0.9","n = 250",3,0.009,0,0,0,0,1000,1000,-0.0686031370294699,0.0537185413212392,1.69872943156987,0.0380037514722798,0.974,0.00503229569878401,0.975,0.00493710441453288,1.98375297718517,0.0443802607562225,0,0
"riid_nodith","0.9","n = 250",4,0.01,0,0,0,0,1000,1000,-0.0240351024694993,0.0171576877420934,0.542573726469668,0.0121383880640052,0.894,0.00973468027209934,0.894,0.00973468027209934,0.657068487729616,0.0146998498076684,0,0
"riid_nodith","0.9","n = 250",5,0,0,0,0,0,1000,1000,-0.0290954254971997,0.0254011845364265,0.803255984013559,0.01797033725192,0.892,0.00981509042240569,0.889,0.00993373041711924,0.905110237269832,0.0202490072126617,0,0
"riid_nodith","0.9","n = 500",1,NA,0.009,0,0,0.009,1000,991,0.015,0.0279025725257288,0.882356817593401,0.0197399706995729,0.942482341069627,0.0073960592939251,0.942482341069627,0.0073960592939251,2.04674939677208,0.0459972720600153,0,0
"riid_nodith","0.9","n = 500",2,NA,0.007,0,0,0.007,1000,993,-0.0127757827723,0.0282562278872183,0.893540382083773,0.0199901679337926,0.936555891238671,0.0077354908412261,0.937562940584089,0.00767797710037497,2.03147124255526,0.0456078757597306,0,0
"riid_nodith","0.9","n = 500",3,0.039,0,0,0,0,1000,1000,0.0163968629705301,0.0383455523024689,1.21259283412916,0.0271279674378306,0.982,0.00420428352992517,0.981,0.00431729081716764,1.98450710291856,0.0443971319579677,0,0
"riid_nodith","0.9","n = 500",4,0.003,0,0,0,0,1000,1000,-0.0179141432823436,0.012067297884351,0.381601465182803,0.0085371378011994,0.876,0.0104222838188182,0.878,0.0103496859855746,0.430883133931268,0.0096396608142522,0,0
"riid_nodith","0.9","n = 500",5,0,0,0,0,0,1000,1000,-0.0172664208751671,0.0185980500043617,0.588121980514875,0.0131573876142341,0.87,0.0106348483769163,0.869,0.0106695360723885,0.580565700475949,0.0129883395108002,0,0
"xy_dith","0.1","n = 100",1,0,0,0,0,0,1000,1000,0.0393118066980969,0.056241698646151,1.77851867198645,0.0397887858671638,0.906,0.00922843432007835,0.904,0.00931579304192617,1.41694084858378,0.0316996143469035,NA,NA
"xy_dith","0.1","n = 100",2,0,0,0,0,0,1000,1000,0.0255272761552661,0.056773213951005,1.79532666173223,0.0401648120036255,0.915,0.00881901355027874,0.914,0.00886588969026797,1.43989588675392,0.0322131614424221,NA,NA
"xy_dith","0.1","n = 100",3,0,0,0,0,0,1000,1000,0.017608444246134,0.0844539063725019,2.67066701435715,0.0597478112715387,0.935,0.0077958322198467,0.935,0.0077958322198467,3.23696536439803,0.0724169634944603,NA,NA
"xy_dith","0.1","n = 100",4,0,0,0,0,0,1000,1000,0.0295661821296683,0.0281541424112,0.89031215588137,0.0199179464816811,0.904,0.00931579304192617,0.898,0.00957057991973318,0.810203358300849,0.0181257629959451,NA,NA
"xy_dith","0.1","n = 100",5,0,0,0,0,0,1000,1000,0.00951381753615886,0.0412082208084527,1.30311836077856,0.0291531926165701,0.907,0.00918428004799505,0.906,0.00922843432007835,1.50205688368774,0.0336038190920978,NA,NA
"xy_dith","0.1","n = 250",1,0,0,0,0,0,1000,1000,0.0106049458975904,0.0343096468998788,1.08496629919752,0.0242727233803189,0.91,0.00904986187739901,0.908,0.00913980306133562,0.708098550663989,0.015841487665547,NA,NA
"xy_dith","0.1","n = 250",2,0,0,0,0,0,1000,1000,-0.053213820365996,0.035584214354519,1.12527166107938,0.0251744296364724,0.918,0.00867617427210864,0.914,0.00886588969026797,0.723970261373932,0.0161965674905331,NA,NA
"xy_dith","0.1","n = 250",3,0,0,0,0,0,1000,1000,0.121531125250176,0.0548802037183715,1.73546442204096,0.0388255818487099,0.906,0.00922843432007835,0.91,0.00904986187739901,1.26158380903346,0.028223987086426,NA,NA
"xy_dith","0.1","n = 250",4,0,0,0,0,0,1000,1000,0.0208362724163881,0.0180299841876293,0.570158162097291,0.0127555034307099,0.885,0.0100883596287999,0.889,0.00993373041711924,0.429842139664441,0.00961637182739807,NA,NA
"xy_dith","0.1","n = 250",5,0,0,0,0,0,1000,1000,0.0382103194849438,0.0255367978300141,0.8075444529009,0.0180662783139645,0.905,0.00927227048785787,0.912,0.00895857131466843,0.69551777809325,0.0155600322758763,NA,NA
"xy_dith","0.1","n = 500",1,0,0,0,0,0,1000,1000,0.013661506886594,0.0243179793932258,0.769002029756329,0.0172040122914279,0.904,0.00931579304192617,0.904,0.00931579304192617,0.403796671486094,0.00903368603810534,NA,NA
"xy_dith","0.1","n = 500",2,0,0,0,0,0,1000,1000,0.000859623708722261,0.0251606279576618,0.795648917063217,0.017800152950382,0.918,0.00867617427210864,0.918,0.00867617427210864,0.449144036747008,0.0100481913308675,NA,NA
"xy_dith","0.1","n = 500",3,0,0,0,0,0,1000,1000,-0.00469275940917796,0.0379092598129762,1.19879605420094,0.0268193076914546,0.919,0.00862780389206894,0.918,0.00867617427210864,0.703117146856687,0.0157300443545891,NA,NA
"xy_dith","0.1","n = 500",4,0,0,0,0,0,1000,1000,0.0068527139478244,0.0115692057367575,0.365850408472402,0.00818475723162589,0.921,0.00852988862764339,0.919,0.00862780389206894,0.268287767931371,0.00600209866623316,NA,NA
"xy_dith","0.1","n = 500",5,0,0,0,0,0,1000,1000,0.0421048883353995,0.0185705043208967,0.587250909520319,0.0131379001284835,0.88,0.0102761860629321,0.88,0.0102761860629321,0.427802628792913,0.00957074415836136,NA,NA
"xy_dith","0.5","n = 100",1,0,0,0,0,0,1000,1000,-0.0329056284241379,0.0383941708994819,1.21413028916118,0.0271623631796428,0.936,0.0077397674383666,0.937,0.00768316341099159,0.727793362361585,0.0162820974031184,NA,NA
"xy_dith","0.5","n = 100",2,0,0,0,0,0,1000,1000,0.0236082105967216,0.0408605798895882,1.2921249896637,0.0289072503635384,0.916,0.00877177291087725,0.918,0.00867617427210864,0.770006226904708,0.0172264780579866,NA,NA
"xy_dith","0.5","n = 100",3,0,0,0,0,0,1000,1000,0.0439419155886861,0.0432763876400196,1.36851953846821,0.0306163391640547,0.921,0.00852988862764339,0.923,0.00843036179532053,0.88613900416898,0.0198245852803112,NA,NA
"xy_dith","0.5","n = 100",4,0,0,0,0,0,1000,1000,0.0137483630379872,0.020053896407859,0.634159886099035,0.0141873415843068,0.924,0.00837997613361756,0.923,0.00843036179532053,0.516405397958543,0.0115529536595028,NA,NA
"xy_dith","0.5","n = 100",5,0,0,0,0,0,1000,1000,-0.00575518186448444,0.021989766002671,0.695377457825766,0.0155568930493033,0.929,0.00812151463706124,0.929,0.00812151463706124,0.575531413618093,0.012875713107189,NA,NA
"xy_dith","0.5","n = 250",1,0,0,0,0,0,1000,1000,-0.00859267160552554,0.0246506628705447,0.779522405038655,0.0174393727438897,0.908,0.00913980306133562,0.909,0.00909499862561837,0.383070299334099,0.00856999836569098,NA,NA
"xy_dith","0.5","n = 250",2,0,0,0,0,0,1000,1000,-0.0230989126579371,0.0248161192273888,0.784754594448466,0.0175564265973705,0.925,0.00832916562447884,0.925,0.00832916562447884,0.393448462481694,0.00880217726697455,NA,NA
"xy_dith","0.5","n = 250",3,0,0,0,0,0,1000,1000,0.0401407762113958,0.0281805854806454,0.891148359159103,0.0199366539114558,0.906,0.00922843432007835,0.905,0.00927227048785787,0.44553245104365,0.00996739341040972,NA,NA
"xy_dith","0.5","n = 250",4,0,0,0,0,0,1000,1000,-0.00515500495059174,0.0127938676894748,0.404577619815762,0.00905115731144755,0.88,0.0102761860629321,0.88,0.0102761860629321,0.264871298124938,0.00592566585296504,NA,NA
"xy_dith","0.5","n = 250",5,0,0,0,0,0,1000,1000,-0.0274326340159915,0.0131999215094461,0.417418169052975,0.00933842439054184,0.92,0.00857904423581089,0.919,0.00862780389206894,0.282304485075134,0.00631567881907512,NA,NA
"xy_dith","0.5","n = 500",1,0,0,0,0,0,1000,1000,-0.0233101678693201,0.0179058260844986,0.566231938138701,0.0126676664645787,0.907,0.00918428004799505,0.908,0.00913980306133562,0.22879764584893,0.00511863084767411,NA,NA
"xy_dith","0.5","n = 500",2,0,0,0,0,0,1000,1000,-0.0322817818475887,0.0187517515314049,0.592982449567898,0.0132661253887713,0.902,0.00940191469861325,0.903,0.00935900635751467,0.256953826154873,0.00574853721114182,NA,NA
"xy_dith","0.5","n = 500",3,0,0,0,0,0,1000,1000,-0.0122216010934208,0.0200646747262602,0.634500726453978,0.0141949668199095,0.909,0.00909499862561837,0.908,0.00913980306133562,0.264733660620591,0.00592258664481613,NA,NA
"xy_dith","0.5","n = 500",4,0,0,0,0,0,1000,1000,0.00289632458707299,0.00866255952586262,0.273934184685142,0.00612841955938499,0.894,0.00973468027209934,0.894,0.00973468027209934,0.148253562774072,0.00331670921209571,NA,NA
"xy_dith","0.5","n = 500",5,0,0,0,0,0,1000,1000,-0.00453118811594606,0.00957966504724374,0.302935607707947,0.00677723558177097,0.899,0.00952885092757778,0.899,0.00952885092757778,0.174761991196108,0.00390975228708427,NA,NA
"xy_dith","0.9","n = 100",1,0,0,0,0,0,1000,1000,-0.0726184894747568,0.0534869092664018,1.69140458284595,0.0378398809197938,0.907,0.00918428004799505,0.91,0.00904986187739901,1.3804906671482,0.0308841556807654,NA,NA
"xy_dith","0.9","n = 100",2,0,0,0,0,0,1000,1000,0.0283272728969277,0.0567266575335802,1.79385441854463,0.0401318751726221,0.915,0.00881901355027874,0.916,0.00877177291087725,1.40866531185785,0.031514475127445,NA,NA
"xy_dith","0.9","n = 100",3,0,0,0,0,0,1000,1000,0.108995195170031,0.0862972850787341,2.72895976737663,0.0610519290770093,0.941,0.00745110730026082,0.94,0.00750999334220744,3.6427060272752,0.0814941402523457,NA,NA
"xy_dith","0.9","n = 100",4,0,0,0,0,0,1000,1000,-0.0140507792124775,0.0278364231383596,0.880264990294286,0.0196931726142975,0.893,0.00977501918156686,0.892,0.00981509042240569,0.874091354062949,0.0195550568363191,NA,NA
"xy_dith","0.9","n = 100",5,0,0,0,0,0,1000,1000,-0.0803609163559058,0.0411373690673904,1.3008778319991,0.0291030678013297,0.91,0.00904986187739901,0.919,0.00862780389206894,1.41699983900099,0.0317009340727604,NA,NA
"xy_dith","0.9","n = 250",1,0,0,0,0,0,1000,1000,0.0190925196253229,0.0350365902758212,1.10795426717702,0.0247870071772025,0.907,0.00918428004799505,0.908,0.00913980306133562,0.653270285002861,0.0146148769157021,NA,NA
"xy_dith","0.9","n = 250",2,0,0,0,0,0,1000,1000,-0.0278057828144703,0.0370306204294736,1.17101103726299,0.0261977049460504,0.893,0.00977501918156686,0.893,0.00977501918156686,0.738062077224246,0.0165118277417631,NA,NA
"xy_dith","0.9","n = 250",3,0,0,0,0,0,1000,1000,-0.0793397863704198,0.0526961306074652,1.66639796597302,0.0372804361753043,0.92,0.00857904423581089,0.922,0.00848033018225116,1.25774567724124,0.0281381209066574,NA,NA
"xy_dith","0.9","n = 250",4,0,0,0,0,0,1000,1000,-0.0271496554716745,0.0168824278125626,0.53386924321072,0.0119436525091135,0.909,0.00909499862561837,0.907,0.00918428004799505,0.441504493417351,0.00987728047204186,NA,NA
"xy_dith","0.9","n = 250",5,0,0,0,0,0,1000,1000,-0.0166129341212008,0.0252915083380542,0.799787718093912,0.0178927456628179,0.908,0.00913980306133562,0.909,0.00909499862561837,0.696627801042335,0.0155848655633331,NA,NA
"xy_dith","0.9","n = 500",1,0,0,0,0,0,1000,1000,-1.32102551870257e-05,0.0256994308575045,0.812687360797284,0.0181813347731667,0.89,0.00989444288477123,0.89,0.00989444288477123,0.411935429482342,0.00921576526180878,NA,NA
"xy_dith","0.9","n = 500",2,0,0,0,0,0,1000,1000,-0.00401973444196117,0.0253396911353408,0.801311391928549,0.0179268330934941,0.909,0.00909499862561837,0.908,0.00913980306133562,0.433680307165648,0.00970223880604342,NA,NA
"xy_dith","0.9","n = 500",3,0,0,0,0,0,1000,1000,0.0190146210511263,0.0363564815039245,1.14969289262185,0.0257207782173228,0.922,0.00848033018225116,0.921,0.00852988862764339,0.705914752764495,0.0157926320260934,NA,NA
"xy_dith","0.9","n = 500",4,0,0,0,0,0,1000,1000,-0.0130906184716954,0.0119270510283102,0.377166470185136,0.0084379186762818,0.908,0.00913980306133562,0.91,0.00904986187739901,0.261107578878235,0.00584146442088002,NA,NA
"xy_dith","0.9","n = 500",5,0,0,0,0,0,1000,1000,-0.00993250941280142,0.0182302863595605,0.576492272933106,0.0128972093254383,0.884,0.0101264011376204,0.886,0.0100500746265886,0.394892697573324,0.00883448750453789,NA,NA
"xy_nodith","0.1","n = 100",1,0,0,0,0,0,1000,1000,0.019,0.0573491754773155,1.81354016440991,0.040572282090585,0.907,0.00918428004799505,0.908,0.00913980306133562,1.39657424182254,0.0312439752985045,NA,NA
"xy_nodith","0.1","n = 100",2,0,0,0,0,0,1000,1000,0.0197757827723,0.0574252266574252,1.81594511388881,0.0406260853040933,0.917,0.00872416185085994,0.916,0.00877177291087725,1.42960529895536,0.0319829417653316,NA,NA
"xy_nodith","0.1","n = 100",3,0,0,0,0,0,1000,1000,0.0166031370294711,0.0850807777276321,2.69049042717842,0.0601912980565389,0.935,0.0077958322198467,0.934,0.00785136930732467,3.28488701521513,0.0734890603651852,NA,NA
"xy_nodith","0.1","n = 100",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.1","n = 100",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.1","n = 250",1,0,0,0,0,0,1000,1000,0.019,0.0365098886874771,1.15454405371643,0.0258293077554376,0.91,0.00904986187739901,0.908,0.00913980306133562,0.692370894314686,0.015489630605775,NA,NA
"xy_nodith","0.1","n = 250",2,0,0,0,0,0,1000,1000,-0.0402242172277,0.0375719396711249,1.18812905471192,0.0265806669815208,0.91,0.00904986187739901,0.91,0.00904986187739901,0.723524381102936,0.0161865923157405,NA,NA
"xy_nodith","0.1","n = 250",3,0,0,0,0,0,1000,1000,0.129603137029471,0.05635074450623,1.78196700485907,0.0398659315167588,0.908,0.00913980306133562,0.905,0.00927227048785787,1.2547665013835,0.0280714711761084,NA,NA
"xy_nodith","0.1","n = 250",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.1","n = 250",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.1","n = 500",1,0,0,0,0,0,1000,1000,0.031,0.0272356527511419,0.861266962550393,0.0192681512357162,0.87,0.0106348483769163,0.873,0.0105295299040366,0.390516828776092,0.00873659114320174,NA,NA
"xy_nodith","0.1","n = 500",2,0,0,0,0,0,1000,1000,0.00777578277229997,0.0278583396326322,0.880958050696562,0.0197086776704847,0.927,0.00822623850857729,0.927,0.00822623850857729,0.442224961547785,0.0098933986903195,NA,NA
"xy_nodith","0.1","n = 500",3,0,0,0,0,0,1000,1000,-0.00839686297052895,0.0401869380519341,1.27082256432202,0.0284306753049112,0.91,0.00904986187739901,0.91,0.00904986187739901,0.690858741448793,0.0154558009206966,NA,NA
"xy_nodith","0.1","n = 500",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.1","n = 500",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.5","n = 100",1,0,0,0,0,0,1000,1000,-0.045,0.0393131087618433,1.24318965589347,0.027812475511078,0.919,0.00862780389206894,0.918,0.00867617427210864,0.726764487901178,0.0162590795589798,NA,NA
"xy_nodith","0.5","n = 100",2,0,0,0,0,0,1000,1000,0.031,0.0427652647351547,1.35235641303166,0.030254739847124,0.91,0.00904986187739901,0.911,0.00900438781928011,0.764465175943966,0.0171025143945016,NA,NA
"xy_nodith","0.5","n = 100",3,0,0,0,0,0,1000,1000,0.036,0.0449747343152433,1.42222597597102,0.0318178525218542,0.92,0.00857904423581089,0.92,0.00857904423581089,0.886142720337347,0.0198246684179413,NA,NA
"xy_nodith","0.5","n = 100",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.5","n = 100",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.5","n = 250",1,0,0,0,0,0,1000,1000,-0.018,0.0268402011243656,0.848761684100076,0.0189883847905806,0.876,0.0104222838188182,0.878,0.0103496859855746,0.367023766756215,0.00821100744886312,NA,NA
"xy_nodith","0.5","n = 250",2,0,0,0,0,0,1000,1000,-0.031,0.0273456904609627,0.864746660465819,0.0193459985799247,0.889,0.00993373041711924,0.886,0.0100500746265886,0.385966269744214,0.00863478663490662,NA,NA
"xy_nodith","0.5","n = 250",3,0,0,0,0,0,1000,1000,0.037,0.0301917628260183,0.954747371058199,0.021359482642846,0.912,0.00895857131466843,0.917,0.00872416185085994,0.435259305489374,0.0097375639489148,NA,NA
"xy_nodith","0.5","n = 250",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.5","n = 250",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.5","n = 500",1,0,0,0,0,0,1000,1000,-0.013,0.0213139692522366,0.674006888158634,0.0150787934747876,0.898,0.00957057991973318,0.898,0.00957057991973318,0.228907046284869,0.00512107833984155,NA,NA
"xy_nodith","0.5","n = 500",2,0,0,0,0,0,1000,1000,-0.052,0.0220404578396589,0.696980474462364,0.015592755526712,0.887,0.0100115433375679,0.887,0.0100115433375679,0.260230873213843,0.00582185087703678,NA,NA
"xy_nodith","0.5","n = 500",3,0,0,0,0,0,1000,1000,-0.036,0.0237753920949638,0.751843912836481,0.016820153155867,0.855,0.0111344061359374,0.855,0.0111344061359374,0.259316876838326,0.00580140307030772,NA,NA
"xy_nodith","0.5","n = 500",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.5","n = 500",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.9","n = 100",1,0,0,0,0,0,1000,1000,-0.056,0.0546429304654303,1.72796118296964,0.0386577203708288,0.905,0.00927227048785787,0.906,0.00922843432007835,1.3757295600465,0.0307776408187377,NA,NA
"xy_nodith","0.9","n = 100",2,0,0,0,0,0,1000,1000,0.0202242172277,0.0584507955078072,1.84837644853409,0.0413516348582883,0.902,0.00940191469861325,0.903,0.00935900635751467,1.41550245867342,0.0316674348769668,NA,NA
"xy_nodith","0.9","n = 100",3,0,0,0,0,0,1000,1000,0.10539686297053,0.0873111633139729,2.76102141231089,0.0617692079816011,0.933,0.00790638982089803,0.932,0.00796090447122687,3.64623737231195,0.0815731430391613,NA,NA
"xy_nodith","0.9","n = 100",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.9","n = 100",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.9","n = 250",1,0,0,0,0,0,1000,1000,0.017,0.036675005876701,1.15976551770436,0.0259461216611902,0.917,0.00872416185085994,0.917,0.00872416185085994,0.645420486254063,0.0144392622502865,NA,NA
"xy_nodith","0.9","n = 250",2,0,0,0,0,0,1000,1000,-0.0447757827723,0.0389653987827958,1.23219410090387,0.0275664844006878,0.887,0.0100115433375679,0.89,0.00989444288477123,0.738199437060765,0.0165149007379639,NA,NA
"xy_nodith","0.9","n = 250",3,0,0,0,0,0,1000,1000,-0.0686031370294699,0.0537185413212392,1.69872943156987,0.0380037514722798,0.915,0.00881901355027874,0.916,0.00877177291087725,1.25230334865174,0.0280163658470805,NA,NA
"xy_nodith","0.9","n = 250",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.9","n = 250",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.9","n = 500",1,0,0,0,0,0,1000,1000,0.015,0.0279025725257288,0.882356817593401,0.0197399706995729,0.861,0.0109397897603199,0.861,0.0109397897603199,0.403644891287808,0.0090302904314673,NA,NA
"xy_nodith","0.9","n = 500",2,0,0,0,0,0,1000,1000,-0.0127757827723,0.0282562278872183,0.893540382083773,0.0199901679337926,0.925,0.00832916562447884,0.926,0.00827792244467173,0.420854931140758,0.00941531118006003,NA,NA
"xy_nodith","0.9","n = 500",3,0,0,0,0,0,1000,1000,0.0163968629705301,0.0383455523024689,1.21259283412916,0.0271279674378306,0.922,0.00848033018225116,0.922,0.00848033018225116,0.693943414976613,0.0155248108312484,NA,NA
"xy_nodith","0.9","n = 500",4,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
"xy_nodith","0.9","n = 500",5,NA,0,1,1,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA
